"","Albania","Algeria","Angola","Anguilla","Antigua and Barbuda","Argentina","Armenia","Aruba","Australia","Austria","Azerbaijan","Bahamas","Bahrain","Bangladesh","Barbados","Belarus","Belgium","Belize","Benin","Bermuda","Bhutan","Bolivia (Plurinational State of)","Bosnia and Herzegovina","Botswana","Brazil","British Virgin Islands","Brunei Darussalam","Bulgaria","Burkina Faso","Burundi","Cabo Verde","Cambodia","Cameroon","Canada","Cayman Islands","Central African Republic","Chad","Chile","China","China, Hong Kong SAR","China, Macao SAR","Colombia","Comoros","Congo","Costa Rica","Côte d'Ivoire","Croatia","Curaçao","Cyprus","Czech Republic","Denmark","Djibouti","Dominica","Dominican Republic","D.R. of the Congo","Ecuador","Egypt","El Salvador","Equatorial Guinea","Estonia","Ethiopia","Fiji","Finland","France","Gabon","Gambia","Georgia","Germany","Ghana","Greece","Grenada","Guatemala","Guinea","Guinea-Bissau","Haiti","Honduras","Hungary","Iceland","India","Indonesia","Iran (Islamic Republic of)","Iraq","Ireland","Israel","Italy","Jamaica","Japan","Jordan","Kazakhstan","Kenya","Kuwait","Kyrgyzstan","Lao People's DR","Latvia","Lebanon","Lesotho","Liberia","Lithuania","Luxembourg","Madagascar","Malawi","Malaysia","Maldives","Mali","Malta","Mauritania","Mauritius","Mexico","Mongolia","Montenegro","Montserrat","Morocco","Mozambique","Myanmar","Namibia","Nepal","Netherlands","New Zealand","Nicaragua","Niger","Nigeria","Norway","Oman","Pakistan","Panama","Paraguay","Peru","Philippines","Poland","Portugal","Qatar","Republic of Korea","Republic of Moldova","Romania","Russian Federation","Rwanda","Saint Kitts and Nevis","Saint Lucia","Sao Tome and Principe","Saudi Arabia","Senegal","Serbia","Seychelles","Sierra Leone","Singapore","Sint Maarten (Dutch part)","Slovakia","Slovenia","South Africa","Spain","Sri Lanka","State of Palestine","St. Vincent and the Grenadines","Sudan (Former)","Suriname","Swaziland","Sweden","Switzerland","Syrian Arab Republic","Taiwan","Tajikistan","TFYR of Macedonia","Thailand","Togo","Trinidad and Tobago","Tunisia","Turkey","Turkmenistan","Turks and Caicos Islands","Uganda","Ukraine","United Arab Emirates","United Kingdom","United States","U.R. of Tanzania: Mainland","Uruguay","Uzbekistan","Venezuela (Bolivarian Republic of)","Viet Nam","Yemen","Zambia","Zimbabwe"
"1960",NA,7906.49588019853,NA,NA,NA,10213.8871548928,NA,NA,16494.9524230113,11316.4743167548,NA,NA,NA,1426.60820369636,4381.08870663005,NA,11190.1005253413,NA,1073.9145566832,NA,NA,3544.80117291146,NA,744.597593903292,4409.3637044435,NA,NA,NA,685.358664035222,414.031906113998,1454.29550634623,NA,1998.33545214723,15509.3053090613,NA,1437.18547983404,1225.96622843277,5720.32891377675,1099.04580564047,4325.26245940661,NA,4060.45107228884,981.494740285458,2341.95236808924,4050.2868826919,2342.95547612739,NA,NA,3689.4903643423,NA,15183.4380207878,NA,NA,2729.59250845937,2268.71517738181,3670.21123303149,1758.06352053952,3859.11240519294,1519.39510826706,NA,679.260169051153,3028.78556076955,9737.95041590437,11336.91493645,6066.75033642376,1830.33387448325,NA,13381.3493187059,2214.10273794996,6262.63063015478,NA,3386.91704932609,1270.30115463245,1618.51255877417,2494.25061051462,2602.13250532426,NA,10199.3805199321,970.819517643395,1633.08796200122,14728.537507174,NA,9186.23016525312,7805.12757158847,10001.3385409779,5505.08938360422,6190.7820813012,6903.03321980036,NA,1954.87736161419,NA,NA,NA,NA,NA,529.275781193337,NA,NA,13688.15370814,2149.2951879651,439.496295064893,2532.36173983252,NA,799.847472148728,2474.97815619956,1341.6069003425,3283.71310617719,6324.25819342464,NA,NA,NA,1723.58329341653,324.779028324996,NA,4272.6069009076,944.116836272445,14230.3878830144,16099.3605933459,3906.87916739253,1373.30404044467,2643.08138942399,21605.4006658549,NA,1313.65313194329,3181.81157000165,2627.20292098274,5104.55683997364,2809.53674981498,NA,5375.60180349145,NA,1611.38944559911,NA,2203.51316959464,NA,878.789299964568,NA,NA,NA,NA,2294.91177529101,NA,4589.52446309481,NA,4369.40203359884,NA,NA,NA,7317.02184248328,7384.40579166033,1429.40854355137,NA,NA,NA,NA,NA,14398.797079602,28569.806478954,2194.13119693912,2068.36640648106,NA,NA,1158.82790759872,1113.21785042135,8414.67438400199,2080.74256098935,4899.58047305296,NA,NA,974.91690210101,NA,NA,12817.4746783301,17384.0708794539,1049.69590926113,7399.44265827864,NA,11933.8198688111,NA,NA,2679.72412241653,1103.55635885046
"1961",NA,7628.09934671292,NA,NA,NA,10377.8273896891,NA,NA,16345.1574300654,11843.6491616142,NA,NA,NA,1353.31138682889,4751.16728251198,NA,11696.2742147569,NA,1063.63033581885,NA,NA,3529.28017720261,NA,789.352551732772,4649.89888738998,NA,NA,NA,592.693766606813,345.348670249682,1532.942350235,NA,1995.05204028358,15633.1241997385,NA,1478.47480889373,1228.4958323507,5850.65927042568,776.954360222997,4438.6482612492,NA,4161.03899525979,1029.39810781495,2699.37406161575,3870.26999117715,2566.30880107419,NA,NA,3984.92672359977,NA,16075.1671753099,NA,NA,2592.19528686359,1987.29253076925,3747.75497488066,1799.40612121287,3796.75751219249,1515.28247784691,NA,693.976589519231,3014.89655599329,10404.7658188743,11778.4010770613,6665.91462150234,1673.53362735841,NA,13933.688900579,2230.27327549819,7029.9003339177,NA,3422.32866608494,1350.23588043436,1657.59039566746,2373.45782716038,2562.03044807455,NA,10017.288159286,985.644421211657,1728.52921072722,15527.0477323061,NA,9690.69046269125,8360.71364922122,10762.6640289369,5700.34147230663,6862.46930004581,7765.9321374182,NA,1827.84044722876,NA,NA,NA,NA,NA,524.706738763983,NA,NA,14040.3872789896,2238.98059571365,493.274039528846,2643.1447351077,NA,770.102869396412,2463.16933975935,1226.29464969973,3520.67692302559,6298.87773276096,NA,NA,NA,2021.55478147173,323.746732653562,NA,4229.8147222222,948.40723303554,14463.1548510135,16520.6454997633,4050.83331460312,1412.37607484033,2460.48809944906,22779.1144135613,NA,1352.22817503964,3426.70511335483,2734.23415727462,5327.64399867946,2879.59033480132,NA,5753.72817467413,NA,1629.50887635748,NA,2519.41543787616,NA,841.945407684488,NA,NA,NA,NA,2287.28751663565,NA,4640.63306600919,1279.77203982157,4562.99283111955,NA,NA,NA,7392.62172626391,8262.54529059878,1553.03707193713,NA,NA,NA,NA,NA,15133.0069583446,30045.7573628738,2158.11567251414,2126.75635585249,NA,NA,1182.88608966221,1201.5532031986,9469.0542925639,2105.7070830921,4844.23964176695,NA,NA,951.36141933587,NA,NA,12985.7354565057,17534.9776520284,972.04904922507,7427.79734999105,NA,11996.6551797699,NA,NA,2638.07194653853,1134.46034871076
"1962",NA,4818.07069951,NA,NA,NA,10280.719026524,NA,NA,17055.6582875561,12005.5366952348,NA,NA,NA,1425.25452330677,5003.61729014135,NA,12246.0406688483,NA,1000.64402719162,NA,NA,3667.09672839004,NA,836.281725839439,4812.95751330888,NA,NA,NA,617.297139203156,366.007042517796,1324.82049968695,NA,2020.43326350942,16400.0068585167,NA,1378.2725342497,1343.38330122259,5974.8516830328,834.262054238289,4856.9870682112,NA,4226.07873924591,1144.32841056753,2589.40172976684,3997.51101263521,2472.06415900253,NA,NA,4387.66251160774,NA,16925.3160747679,NA,NA,2972.22730900014,2202.58853506057,3818.29898387667,1793.46338216131,4073.51345447814,1506.80076977481,NA,704.053512176372,3020.36118085234,10642.393682338,12310.6769504617,7217.2552044435,1652.62581230702,NA,14470.2804421019,2274.26993515386,7013.63617165966,NA,3433.66794061061,1343.62102877673,1583.63542739504,2510.63778980588,2574.0371581783,NA,10662.4548193533,997.880278875187,1692.45921379466,16082.854928186,NA,10021.591503143,8822.14903887159,11351.391764413,5765.63710845526,7383.32193500373,7543.05151814102,NA,1917.89512574475,NA,NA,NA,NA,NA,595.390539441968,NA,NA,14042.9238208481,2214.22312340427,438.391904953575,2728.75668415848,NA,739.983165820738,2373.74975387915,1326.21166171548,3546.52497604697,6340.74043334292,NA,NA,NA,2269.65828562812,343.92476361548,217.068357363236,4698.04225067539,950.257987276659,14899.313441959,16484.523263336,4451.81831422181,1515.35552557476,2480.56694156232,23232.6922950409,NA,1400.88338804879,3603.81479329297,2598.61782682425,5608.73300121893,2929.86606565334,NA,6086.10601945866,NA,1616.4750708841,NA,2690.66746021038,NA,889.524031041,NA,NA,NA,NA,2257.13259915993,NA,4970.19368504613,1438.08731371902,4747.61539952185,NA,NA,NA,7654.36727627266,9072.23760845262,1517.68190818785,NA,NA,NA,NA,NA,15690.5793428463,30629.0973067943,2863.80670632378,2224.75916035821,NA,NA,1239.59108420343,1216.14761841083,9402.34585745713,2104.9177043098,5007.60970843063,NA,NA,977.873433095579,NA,NA,13094.0350967849,18323.5109848086,1036.49799689859,7296.3820896152,NA,12683.7861792782,NA,NA,2583.8770805831,1121.56752928818
"1963",NA,5924.71641120902,NA,NA,NA,9750.82602170102,NA,NA,17865.3193637247,12452.3626853633,NA,NA,NA,1464.73538596604,4734.0633330446,NA,12689.4154748772,NA,1031.99987172902,NA,NA,3824.4925017636,NA,856.834726657139,4701.04948615742,NA,NA,NA,601.631099532664,381.794794482914,1156.79441754353,NA,2050.57845723516,16926.3751487049,NA,1353.63744810091,1242.86563108295,6208.62057998053,910.178011963268,5451.30585965868,NA,4219.61242227172,1261.05431549407,2404.80723839042,4104.50424340425,2703.48797229771,NA,NA,4565.98212464468,NA,16993.561963664,NA,NA,3067.46501205543,2192.51439059481,3785.07666973621,1810.45693107393,4119.20632686851,1562.64914528263,NA,716.074978708946,3111.22735484024,10914.5487265097,12916.9748129532,8144.53713941562,1620.11543355567,NA,14734.624200935,2288.25264249988,7815.35208425114,NA,3644.8485695784,1332.95025943112,1814.82825262249,2411.59795308694,2470.90452525512,NA,11541.5998176046,1041.44400692084,1595.41857475268,16575.9615886339,NA,10446.9958421267,9363.80660677121,11897.4101271309,6050.554288827,7950.80014708929,7696.85700793942,NA,1938.57399765012,NA,NA,NA,NA,NA,649.435284880351,NA,NA,14168.4942725207,2049.44036471721,435.663727023612,2832.67953968036,NA,772.481755034421,2376.98004718511,1350.36861491193,3798.21102650613,6735.95418907489,NA,NA,NA,2565.88719867981,343.559053868906,239.862566769213,4888.40293922431,955.18119677067,15201.5136234848,17168.9000020266,4678.70440702047,1625.86248203588,2618.26808930646,23930.4205751976,NA,1467.72107020392,3800.39655648877,2622.47029258978,5649.8610869819,3034.49131814953,NA,6393.21004650766,NA,1691.77826222949,NA,2977.03645726746,NA,783.184767935737,NA,NA,NA,NA,2171.35171761721,NA,5789.32908702843,1584.26677996294,5089.14530530879,NA,NA,NA,7996.00403369282,9896.71328550888,1609.87272786359,NA,NA,NA,NA,NA,16421.65173565,31441.1237924352,2517.444906638,2366.27663421909,NA,NA,1302.67421539898,1262.24396713609,9438.84814683934,2288.45635142091,5350.28999742512,NA,NA,1053.13983281135,NA,NA,13516.0150908646,18848.0965323523,1031.44357092164,7092.91559578069,NA,13037.7462856436,NA,NA,2592.23426020639,1105.79887704924
"1964",NA,6352.73741390624,NA,NA,NA,10349.3282367384,NA,NA,18628.0154026336,13121.063211693,NA,NA,NA,1429.20693937567,4864.55852070687,NA,13458.2666843703,NA,1050.06837689116,NA,NA,3915.78378745883,NA,891.012912410059,4719.25650972331,NA,NA,NA,607.715862997599,396.152363212816,1218.3580005084,NA,2089.95382463023,17694.9286372709,NA,1350.23370726174,1225.79260760488,6211.44650792408,1008.24767840899,5764.53933729011,NA,4416.15728309067,1366.13459682094,2422.17080500184,4156.34144182727,3084.63311860551,NA,NA,4092.05456704353,NA,18289.9459490411,NA,NA,3161.49910569217,2153.14632043586,3946.43345913264,2074.34296208442,4376.70160602032,1617.98247797618,NA,724.316870554869,3162.89727974387,11469.2899241552,13605.0951525603,9007.35547303372,1745.44360084683,NA,15514.7156540069,2271.78789651081,8519.80096031179,NA,3695.80881763834,1212.21535417438,1848.16535299915,2323.7057314382,2490.80268714066,NA,12459.9401301345,1094.72820620787,1637.06794051274,17346.9064846565,NA,10850.5957098012,9915.81472378596,12128.1619790486,6263.19687795098,8748.48921463376,8469.95821367506,NA,1989.62394026101,NA,NA,NA,NA,NA,690.414988658823,1186.1946455225,NA,15272.2878239026,2120.82840168588,428.413780518279,2895.37882533515,NA,638.697139678192,2440.51879944755,2050.68116229526,3731.34605213684,7422.53541902135,NA,NA,NA,2631.59797512521,350.178252919618,220.426029748479,5349.03563986504,1011.91316269195,16410.9570097792,17706.9384179789,5121.19164127034,1574.36130116501,2625.22884788835,24940.1592217344,NA,1527.60994201605,3855.70127596253,2616.67506219637,5851.11511414571,3047.68132064519,NA,6693.75194632846,NA,1775.07331549472,NA,3086.98783474136,NA,681.954825175025,NA,NA,NA,NA,2172.19192521599,NA,5804.44612803015,1669.72549855068,4769.73610279476,NA,NA,NA,8410.47739852436,10328.0220103164,1626.54523960116,NA,NA,NA,NA,NA,17419.7801148794,32542.819945068,2826.72481075592,2558.58726004341,NA,NA,1347.11168931398,1396.2865509855,10034.4131389838,2326.21753462918,5443.67570052859,NA,NA,1101.36945214905,NA,NA,14178.0421226635,19660.0836937296,1202.92190931999,7190.11801951328,NA,14223.1193699456,NA,NA,2771.89875144271,1107.40934546522
"1965",NA,6748.67747390757,NA,NA,NA,11132.03380755,NA,NA,18675.4700100595,13380.6551149838,NA,NA,NA,1379.69594807171,5325.03040165131,NA,13807.5530719613,NA,1078.91253811974,NA,NA,4001.28003994728,NA,836.695571845958,4691.4291464952,NA,NA,NA,593.679762038896,404.793643906149,1220.99128418516,NA,2147.93956595071,18509.3717477365,NA,1330.70910047262,1245.444239194,6134.9424841652,1072.42331844278,6430.91740533519,NA,4328.57398361201,1331.10308978876,2470.15372622985,4467.2642017536,2877.05490743275,NA,NA,4927.71154896509,NA,18880.4471682784,NA,NA,2731.179330102,2060.96356614933,3956.16691659608,2126.03835332184,4492.95381410289,1563.62885728858,NA,753.354268811076,2990.56801830406,11991.4689045341,14139.2085286904,9720.36611197727,1862.48398742491,NA,16289.8343014478,2237.35996940104,9393.17122607358,NA,3779.27990845342,1243.72219593119,1877.92548468748,2295.68440786785,2691.10839323319,NA,13129.0129273875,1047.64179526449,1623.97724179035,19172.560563619,NA,11063.8021326422,9486.36812172562,12439.1660912979,6377.7366997825,9146.03967821009,9041.08192345626,NA,2020.35266647832,NA,NA,NA,NA,NA,687.924451012251,1205.00297466846,NA,15362.2545960221,2078.47065183615,533.461460649462,3028.35242792152,NA,649.391238082931,2621.06912533178,2364.37406685784,3625.37466530191,7599.24343367135,NA,NA,NA,2558.92816130101,347.861050976303,237.302357744152,5458.34555412885,979.966825627212,17096.846155771,18589.8104662433,5551.94462399049,1630.04445266838,2429.98719188274,26055.1765554645,NA,1623.37885217786,4088.32306531379,2743.95873918725,5966.46276298352,3113.96669675216,NA,7161.80911224182,NA,1817.14095982812,NA,3360.12609258771,NA,691.40843886429,NA,NA,NA,NA,2166.87576217628,NA,4413.33289009823,1695.59567393692,5003.64881082511,NA,NA,NA,8680.07275704438,10950.8116246376,1625.73170454369,NA,NA,NA,NA,NA,17900.9153030155,33262.0149659473,2744.02635646772,2751.17465020996,NA,NA,1409.7299769116,1559.17275346686,10026.3584835342,2363.25774340035,5459.71268697886,NA,NA,1099.40805820435,NA,NA,14411.9351759656,20677.8062383587,1210.16560557804,7052.48953731852,NA,14395.1059952022,NA,NA,3034.75240668834,1151.09174310686
"1966",NA,6123.96344787856,NA,NA,NA,10996.1985937607,NA,NA,19462.9643242534,14028.4747709363,NA,NA,NA,1382.3401614397,5452.53930730663,NA,14128.4042719476,NA,1090.17841015821,NA,NA,4181.95355986683,NA,883.847407535176,4861.56127310385,NA,NA,NA,586.543533042357,410.414710857168,1435.04280170209,NA,2213.25386847439,19409.4496779954,NA,1294.26646439632,1199.74267474113,6678.47721489461,1119.32340442233,6469.36193895491,NA,4437.42178293926,1442.08283395776,2554.57026171473,4576.86773588406,3061.45108992828,NA,NA,5240.16744037194,NA,19387.3886711943,NA,NA,2945.15433757137,2132.20950829791,3933.80210568156,2070.30079678928,4687.64037614342,1592.26234166488,NA,773.010071691099,2927.12677941251,12281.5607920098,14746.2024408016,9428.78660181859,1824.94798241275,NA,16553.6903200486,2175.31016708289,9929.67762385175,NA,3907.61668971539,1251.35067209307,1567.73312254622,2264.38744900554,2713.03514983011,NA,14033.5746989487,1020.59722069538,1636.62891141774,20709.9089202478,NA,11058.0940664301,10131.4543422396,13101.3726333644,6325.07834614157,9991.63746949818,8913.99044219166,NA,2188.68163335387,NA,NA,NA,NA,NA,687.12164106951,1260.74540714012,NA,15433.9560006303,2095.32171141326,612.401289342427,3162.51747259637,NA,659.766471882082,2910.15444610236,2358.85500649561,3440.04904822783,7827.77743369198,NA,NA,NA,2405.54910389222,344.810228179984,222.049343452989,5661.23381610975,1027.13348254965,17359.3085027628,19414.9479383298,5630.9838108787,1581.86561101141,2239.79596867518,26822.1458550448,NA,1701.53202163026,4272.00037784335,2663.22842523355,6287.39246650441,3152.11657728912,NA,7408.69820838874,NA,1974.1797046563,NA,3539.87361637895,NA,675.285986627585,NA,NA,NA,NA,2185.42567766745,NA,4224.16674353989,1742.99079824352,5406.29417218023,NA,NA,NA,8838.04337657138,11670.94052906,1673.1429303686,NA,NA,NA,NA,NA,18086.0121180252,33779.188721533,2444.70152761325,2906.82108368605,NA,NA,1535.18797418632,1663.97794189006,10526.3412544583,2378.94672369674,5985.37245086956,NA,NA,1142.83696899833,NA,NA,14613.9035561842,21788.0909677421,1272.86431164915,7256.40741986763,NA,13789.7646474278,NA,NA,3368.22504570654,1112.5138434821
"1967",NA,6617.58129418971,NA,NA,NA,11143.691565109,NA,NA,20088.4462751486,14376.8260310004,NA,NA,NA,1277.13997639374,6215.96967100416,NA,14597.0372375616,NA,1136.50293483413,NA,NA,4415.25074694745,NA,1040.60247885825,4922.35348939749,NA,NA,NA,630.628957623192,457.732264877053,1602.44494075247,NA,1931.10962409139,19576.8175804782,NA,1295.34336143951,1183.14143927066,6757.63108371787,1030.25889988025,6400.68717049566,NA,4481.85827795295,1557.9877331845,2797.26704484577,4683.19502172132,3031.97416547898,NA,NA,5873.67486751228,NA,20323.3542157035,NA,NA,2923.92143237788,2044.69810518779,4080.27995852813,2007.25015742579,4731.35678326062,1648.87066384477,NA,804.884130777623,3250.27527892509,12437.3253544258,15359.8257422427,10611.4471655966,1766.63258779093,NA,16444.5172420035,2150.56845060338,10368.9038122425,NA,3986.1737136236,1202.27532805539,1726.13581099517,2170.69435043583,2725.59182374657,NA,13641.8415371926,1077.21062510377,1626.32692360735,22308.0134826698,NA,11562.4297703008,10033.5558736888,13942.1075652963,6234.50558410498,10985.1703753828,8829.00559138097,NA,2208.03014238866,NA,NA,NA,NA,NA,744.924719908082,1306.1349941316,NA,15502.9698433128,2292.79168034454,585.297384875637,3189.96592860403,NA,635.548336141209,3115.08414523258,2519.31964909891,3613.93560151676,8020.79537610909,NA,NA,NA,2454.47997011961,375.546114297078,208.073422898921,5590.09602455649,987.127532356926,18124.1334002552,18102.625948456,5788.21464738984,1563.9999669306,1833.64308806199,28256.4701241934,NA,1725.41345650102,4504.35629407794,2823.75290193435,6344.84397063481,3218.69967478085,NA,7939.11791406525,NA,2036.07417539423,NA,3979.86123906323,NA,735.178441116917,NA,NA,NA,NA,2084.76694527117,NA,5311.07270637198,1550.24682968724,5934.59783425703,NA,NA,NA,9203.92011408422,11996.68482104,1788.68025766555,NA,NA,NA,NA,NA,18651.6159516786,34426.910371045,2519.33007850859,3127.73572313863,NA,NA,1606.67352241784,1709.2784548965,10660.5114500261,2320.47716836712,6085.80148508559,NA,NA,1186.20116915087,NA,NA,14853.7914950093,22143.4426858769,1304.97291323065,6986.89769876399,NA,13910.0380804277,NA,NA,3828.56310094857,1079.02658257299
"1968",NA,7122.11737267844,NA,NA,NA,11554.9172073305,NA,NA,21119.9289950168,14921.76137846,NA,NA,NA,1314.67576407668,6682.92462698128,NA,15219.7920135682,NA,1166.01911704871,NA,NA,3725.03878477486,NA,1171.35672908567,5254.40598528792,NA,NA,NA,651.162515684794,446.920664246223,1705.04660325229,NA,2028.28842850102,20288.7129722405,NA,1305.26333354314,1169.44166137387,6861.14654691505,962.397057620432,6493.23559322097,NA,4644.26477638833,1521.87361462267,2987.45587046829,4921.80667499282,3312.80515630193,NA,NA,6147.22264695903,NA,21334.6659349283,NA,NA,2836.31425364914,2110.00999363037,4119.94831860294,2074.49718000107,4662.51327364259,1664.61632773722,NA,827.951153595726,3446.86622255179,12602.7095731695,15911.8825641832,10824.6095074506,1780.63334232099,NA,17229.1138986817,2117.56549925124,11084.9181300958,NA,4247.65012606802,1187.13599679824,1738.12334170834,2193.69712568584,2818.17976972423,NA,12730.4447528805,1106.8888094402,1704.72819692483,24418.7460597852,NA,12560.5364369321,10065.2474807866,14776.6581889441,6238.1977979679,12156.49266925,7973.87574635604,NA,2136.05506668051,NA,NA,NA,NA,NA,727.326845252911,1327.87691515619,NA,16271.3261996621,2367.25234475111,595.786515240829,3338.76169957391,NA,662.610324455502,3438.73578878189,2865.36435856116,3067.38603504443,8478.76910522758,NA,NA,NA,2553.70778999497,383.546243397432,223.874565989876,5662.48475635779,974.609061922392,19230.4315594575,17838.5611963255,5591.3449104871,1547.68141237043,1793.30617330909,28645.2063634345,NA,1772.64373123331,4681.17994501021,2787.42465653315,6191.89940692973,3280.03654592601,NA,8951.41226754983,NA,2200.72483869773,NA,4156.80308151197,NA,733.397213192335,NA,NA,NA,NA,2150.90543030916,NA,6153.46409235011,1674.63674216543,6624.05630244404,NA,NA,NA,9349.33446980186,12596.904925362,1837.6033209747,NA,NA,NA,NA,NA,19072.1402999511,35260.9980366273,2537.20442637328,3324.01347328128,NA,NA,1688.27310606988,1746.48836268279,11177.920415835,2462.98915409809,6348.36205849762,NA,NA,1179.61539313069,NA,NA,15844.5657946983,22999.6879191049,1375.68851262739,6993.82578299227,NA,14728.2243877954,NA,NA,3871.64526736376,918.268809264777
"1969",NA,7502.49163941816,NA,NA,NA,12432.5610664098,NA,NA,22152.2144905875,15824.2652374182,NA,NA,NA,1331.57381323531,7335.91657573573,NA,16124.1068036911,NA,1200.91993767673,NA,NA,3745.80862715913,NA,1148.42366949777,5596.30810076156,NA,NA,NA,654.129135462674,431.266523143068,1788.21191846687,NA,2056.81948987662,21059.4280050456,NA,1386.34024776007,1195.42335088595,6986.96105230265,1048.71360366915,7105.39874136076,NA,4819.99722493004,1450.9149773549,3229.88774967473,5046.64369142847,3385.51259341586,NA,NA,6695.0819737662,NA,22603.6276039911,NA,NA,3024.87318740589,2211.44160108269,4092.46647804508,2200.93194842905,4666.78053028671,1683.92645774697,NA,837.755402797499,3452.88385171545,13826.7831372479,16908.0158287588,11855.7636899297,1779.02658576983,NA,18395.7770951945,2175.86239961725,12321.6322204778,NA,4357.06160490625,1140.59273671722,1784.51465287234,2230.86742313656,2734.97932365692,NA,12925.0666099258,1203.36172680561,1681.69339304039,26843.4242920731,NA,13392.2246484179,11323.7514942981,15571.931895384,6393.21277502413,13449.8109480525,8214.55471413948,NA,2197.99444585477,NA,NA,NA,NA,NA,720.123809489791,1383.66144154491,NA,17934.1196711932,2392.34105317725,648.497479937435,3423.87057210026,NA,654.799330467311,3659.57424680082,2757.26988048978,3154.04179521685,8514.59536069582,NA,NA,NA,2741.67344059069,400.75555425967,225.846594962722,5917.35738209584,1005.12856568755,20396.1333630756,19380.7120630518,5806.29041105946,1422.45158237298,2050.66184393718,29687.0015741136,NA,1858.19244300888,4933.00687246763,2837.17208395765,6248.15376299152,3336.59441433548,NA,9226.23651590555,NA,2459.71615412149,NA,4378.84221911619,NA,800.259337189047,NA,NA,NA,NA,1943.81174507874,NA,5560.70979129916,1786.85345854514,7411.16442016731,NA,NA,NA,9522.62976776967,13657.2398232868,1969.87869013952,NA,NA,NA,NA,NA,19981.0680777163,36767.5728349477,2938.00386546725,3478.39699858568,NA,NA,1782.39450368009,1879.37408704855,11490.9176071475,2516.48894595847,6537.74679486553,NA,NA,1254.30734676748,NA,NA,15636.437133182,23491.3520481707,1341.21161721647,7405.67079783688,NA,15001.2038880109,NA,NA,3417.86349915236,1188.26659570375
"1970",3766.27783682778,8006.57602030868,7817.77138663117,5819.03994083405,6151.35944150945,12636.0162085261,NA,5850.08151523348,22519.9994033209,16887.4761210299,NA,19589.8849215927,39549.5622768088,1400.95911081299,8108.42903697895,NA,17154.2559383381,3326.35581922195,1192.10869535523,31254.7673866451,1154.87050499195,3606.99227084792,NA,1266.2085192776,6012.37629340438,9493.9922464305,92785.0979252904,4171.56735648367,656.820495039467,521.725480315422,1933.04371367812,1434.03687963575,2121.38143797444,21320.0702451584,8866.33014428647,1377.84901886952,1257.75198433343,7009.20344487081,1149.79065527855,7588.937036863,12676.6651858015,5023.09590714274,1452.02584084501,3534.66485639545,5273.89269706464,3525.51813910434,NA,NA,6835.38207340385,NA,22777.8539605949,5514.07091717645,2188.25861144947,3455.3092298324,2144.94526416221,4229.59637741004,2568.31270880796,4696.5081605218,1659.89891644045,NA,805.137128568085,3775.34046006262,14989.5876069628,17801.166599645,12746.9092833395,1780.63784146621,NA,19195.8328423185,2381.28195200185,13391.4333650655,2268.52399217468,4506.87030113486,1019.4622264329,1360.80553850548,2199.33509449333,2708.43404089097,8856.42830668404,13808.5680449516,1194.56984748831,1771.74985908827,15856.8777819438,6874.45871675307,13518.5700028907,12384.2218010067,17415.8071710548,7172.82196097719,14666.0037350998,6939.63281751864,NA,2015.16105447464,177665.121156943,NA,1031.07606732998,NA,15078.2362329334,721.1845567649,1432.82450535309,NA,18039.2359894663,2439.28533827375,748.152921190797,3540.65548846446,1994.23601778537,698.098183738334,4120.97158906128,3009.81028697467,3102.33420282471,8791.6068060073,3172.91481102037,NA,8222.9370201164,2796.99467450872,377.435354502453,672.511387262113,6299.66505057273,1020.30757642629,21450.3817235485,19025.4827081327,5680.48911284269,1454.37948301696,2387.03158184149,30074.022636187,14889.133140067,2012.50403891167,5829.35036950575,2947.35213208166,6431.49264403135,3359.30728679403,7545.96334049035,9959.97625009919,185228.937713233,2608.9942565865,NA,4698.89364167121,NA,817.021206071753,3923.25796400405,3593.62691245443,2381.79152916501,53316.2792813508,2034.18094196283,NA,6249.31334866422,1928.51760799421,8297.47710691919,NA,NA,NA,9771.34537083921,14059.0777517124,2097.9275398793,1627.42090903186,2769.8188035389,2068.22352093195,7034.68693878984,2659.53625315133,21000.2060491867,38768.9359280068,2520.74281909636,3711.62087538703,NA,NA,2391.59535691204,1805.62755821291,11994.8829890665,3213.77197754206,6715.30689061562,NA,1439.51092931357,1228.4955487621,NA,238585.442204609,15908.3701200047,23266.0750138552,1347.54086700868,7628.23206504273,NA,16216.4417935722,925.077706127756,NA,3428.60007021767,1412.32870278735
